primaryTitle,startYear,critic_rating,critic_review
Puzzle,2018,83,"                      This performance, arguably the best in Macdonald's career, is masterful and elevates the modest pleasures of the film.                  "
Eye for an Eye,2019,89,                      A Shakespearean-quality drama of revenge and family conflict from a quality Spanish pedigree.                  
The Dread,2017,80,                      A great visit into a dark corner of superstition. It's curious at first. But it gets very disturbing once details are shown. [Full review in Spanish].                  
Samson,2018,25,"                      Aimed squarely at Christian audiences looking for inspirational family entertainment, Samson is a preachy and plodding drama that's light on excitement, action or any real sense of spirituality.                  "
The Kindergarten Teacher,2018,90,"                      Glimpses of an inner universe about to implode in slow motion (...) living through the creative world of another, with ferocious intensity of reclaiming one's own.                  "
Nureyev,2018,85,                      It is stylistically beautiful... This really gets to the heart of [Nureyev].                  
Little Italy,2018,13,"                      Little Italy is so stereotypical of cultures and sexual orientations, goes so out of its way to be different for the sake of being different, and oddly plays things safe when you think the script will try something new. It’s just bizarre.                  "
Duck Butter,2018,55,                      Duck Butter only succeeds in making its characters feel uncomfortably trapped in a pact of their own making.                  
Sweet Country,2017,96,"                      The movie is a sincere work, with some remarkable performances, that centrally features Australia's parched, barren desert landscape.                  "
Green Book,2018,77,                      The biggest strength lies in the chemistry between Mortensen and Ali. Without it the entire movie would fall apart.                   
The Perfect Candidate,2019,93,                      [Haifaa Al-Mansour] delivers a razor-sharp look at women's lives in modern Saudi Arabia.                  
Blackmail,2018,56,"                      Blackmail isn't exactly a zippy thriller that rattles along at an even pace, but owing to the quality of the pivotal performance from Irrfan, luminous as ever, it is persistently riveting.                  "
Good Boys,2019,80,                      The super sweet yet seriously sour antics of the Good Boys makes for one seriously gut-busting good time.                  
Tollbooth,2021,86,                      as darkly comic as the Coen Brothers and violent as a Tarantino flick... The sharp and witty script allows [Smiley] to use his natural charm and humour whilst tapping into a steeliness under the surface.                  
Empowered,2018,71,"                      Without any cheap psychologisms, [director Santiago] Segura's film has its good moments, most of them with [Maribel Verdú]... [Full review in Spanish]                  "
To Let,2019,100,                      Chezhian Ra's To Let is one of the only Indian films of 2019 that I found to be a genuinely moving experience.                  
Wallflower,2019,50,"                      What's so disturbing about Wallflower isn't the subject matter, but that few likely remember this incident because mass shootings are now so commonplace in our country.                  "
Destination Wedding,2018,51,                      Destination Wedding is the first rom-com that had me rooting for the stars’ continued celibacy and hoping they won’t procreate.                  
Ellipsis,2017,86,"                      The big failing of this flaccid film is that the flimsy premise is given no life. The banter between the couple is stilted and forced. There's no modulation or cadence, no sense of a developing relationship.                  "
The Souvenir: Part II,2021,90,"                      As a sequel, it has an aesthetic that projects a certain elegance, but its dramatic side lacks pushfulness and is quite lukewarm when it illustrates the guilt, mourning and self-discovery of a filmmaker. [Full review in Spanish]                  "
Mandy,2018,90,"                      If there was ever a film that’s the equivalent of a Stephen King wet dream, this is it.                  "
Share,2019,86,                      Episode 46: Scary Stories to Tell in the Dark / Share / The King of Comedy                  
Boy Erased,2018,81,"                      A deft touch is brought to a delicate subject matter that downplays rather than heightens, even as harrowing as scenes can be.                   "
Lowlife,2017,91,"                      Lowlife is there to remind Hollywood that there are plenty good, entertaining films left to be made before more remakes should be pumped out. It's an original story with a familiar style that works great.                  "
Eighth Grade,2018,99,"                      Essential viewing for teenagers about to enter secondary (or high) school in the age of social media, as well as parents trying to understand or just get a glimpse inside what their children are doing on their phones all day.                  "
Lost Holiday,2019,42,                      Microbudget mumblecore noir.                  
Synonyms,2019,87,"                      I was fine for a stretch, less so as Synonyms kept working itself into a lather around a character whose behavior increasingly comes off not as symbolic of a certain rage but merely annoying...                  "
Every Day,2018,63,                      it's refreshing to see a movie about an issue as narratively complex as this that doesn't get itself tied in knots about it.                  
Kedarnath,2018,47,"                      Fortunately for Kapoor, the performances manage to keep things afloat, taking the emotions to a crescendo matching nature's wrath.                  "
The Swordsman,2020,85,"                      [The Swordsman is] rendered almost wholly ineffective by weak, unintuitive direction and an edit that doesn't know how to show the profound abilities of the film's performers.                  "
A Simple Favor,2018,84,                      I will go to my grave screaming about how great (and criminally underrated) A Simple Favor is.                   
Semper Fi,2019,18,"                      Semper Fi leans heavily on male codes of honor but doesnt fully explore the motivations for the primary players, a group of Marines trying to re-acclimate to life in upstate New York. As a result, the final act suffers.                  "
Velvet Buzzsaw,2019,61,"                      Jake Gyllenhaal's preening, presumptive, preposterous art critic is a joy to behold... Velvet Buzzsaw is a late night horror. A piece of Grand Guignol trash. Pure and simple. And what glorious trash it is.                  "
The Cleaning Lady,2018,62,"                      This is a horror film... As such, the audience are always waiting in anticipation for the moment where it truly embraces the genre... sadly ends too abruptly to be truly satisfying.                  "
Swing Kids,2018,63,                      The history of this camp is actually true... I just wish somebody made a better movie about it.                  
Haze,2017,88,"                      The best takedown of fraternities and sororities -- ""The Greek System"" -- you never saw.                  "
Fugue,2018,85,"                      Actress Gabriela Muskala who also wrote the script delivers a tense, seething central performance as the woman who rises from the dead.                  "
Angel of Mine,2019,73,                      Noomi Rapace and Yvonne Strahovski are the greatest assets in this sometimes clunky Australian intimacy thriller.                  
Dabangg 3,2019,19,"                      ...a mish-mash of conservatism and liberalism, almost amusing in its confusion.                  "
The Houses October Built 2,2017,13,"                      Let's call The Houses October Built 2 what it is. It's a vacation reel, released as a found footage horror film under the barest of pretenses to trick people out of their money.                  "
The Front Runner,2018,58,"                      Why has a film that is so focused on driving home the failings of the media come during the current administration’s effort to silence it? Entertaining, uneven, and questionable.                  "
The Day Shall Come,2019,64,"                      It's a biting, uncomfortable satire, but we expect nothing less from the hugely influential Chris Morris.                  "
Breakthrough,2019,62,"                      The script is sexist and bordering on misogynistic. Sadly, this film brought out my inner feminist.                  "
Waiting for Anya,2020,43,                      Some are sure to see the film as too sanitized and not harsh enough in its depictions. But Cookson tells a very specific story that doesn’t need to visually emphasize the horrors.                  
The Candidate,2018,92,"                      Non-Spanish speaking viewers will have no problem relating, although the thriller aspect of the film eventually undermines its lofty ambitions.                  "
Believer,2018,64,"                      This isn't a great documentary, but Reynolds deserves applause and respect for getting his message of tolerance to Mormon youth.                  "
Idol,2019,56,"                      Idol falls into the category of being a fascinating car crash of a film, for the brave, curious and infinitely patient at least                  "
Needle in a Timestack,2021,37,"                      NEEDLE IN A TIMESTACK is based on a story by popular SF author Robert Silverberg.  Though he has been a prolific author for the last 70 years, little of his work has been filmed (the major exception is THE BICENTENNIAL MAN, based on ""The Positronic Man"").                  "
Jezebel,2019,89,"                      Infused with real-life experience and a sense of place, showing the authentic rhythms of Vegas life beyond the Strip.                  "
The River,2018,100,                      An absorbing work. [Full review in Spanish]                  
Clean Slate,2021,100,                        'Clean Slate' candidly and unflinchingly details the terrible toll drugs take on people and those around them — as well as the will power and sheer determination needed to conquer those addictions.                  
Killing,2018,100,"                      ""Killing"" presents an impressive combination of meaningfulness and aesthetics that results in one of the best films of the year, and a truly worthy entry to the samurai genre, through its extreme, but quite realistic approach to the whole concept.                  "
A Whale of a Tale,2017,88,"                      Both sides get ample time to state their case here, resulting in a reconsideration of a controversial issue that, like most such, turns out to be less morally black-and-white the closer you look...                  "
The Sower,2017,100,"                      If viewers can muster up the patience to stick it out, they'll walk away feeling more than satisfied - and maybe even a little heartbroken.                  "
Balloon,2018,70,"                      It is a very well-acted picture (with a lot of emotion conveyed in the performances) that also effectively delves into the strains of marital and child relations, while at the same time the sacrifices we make to better the lives of our children.                  "
If Beale Street Could Talk,2018,95,"                      The tragedy is in how this love is forever effected by a cold, prejudicial system. Tish’s burdened father once says “These are our children, and we gotta set them free.” This becomes our longing as well.                  "
Wonder Woman 1984,2020,58,"                      In each clumsy chapter, the film chooses the easy way ignoring development and transformation, and instead, throwing up Manichaeisms to avoid depth... [Full review in Spanish]                  "
Awaken,2018,57,                      Lowe's cavalcade of extraordinary imagery coalesces into something more than just background noise...                  
Tremors,2019,90,"                      A convincing, touching and, at certain points, infuriating depiction of what it means to be a gay man in a society dominated by a very traditional version of the Christian religion.                  "
Stronger,2016,90,                      It’s an incredible true story that deserves to be told and Green allows his characters to do just that.                  
Once Upon a Time in Hollywood,2019,85,"                      Take to heart the legendary director’s underlining commentary on the audience’s insatiable appetite and craving for the macabre, which seems to be the point entirely.                  "
Next Gen,2018,83,                      A little long for me... but I would watch it again.                  
Breaking In,2018,27,                      A contender for the worst movie of the year so far.                  
Sir,2018,83,"                      With Is Love Enough? Sir, Rohena Gera desists viewing togetherness as love’s end goal, gently uncovering the gifts of being in it instead.                   "
The Unicorn,2018,91,"                      The Unicorn is uncensored and hilariously unpredictable, but it also has meaning. It engages in the concept of stepping outside your comfort zone to take on new experiences - a lovely and enlightening message to take to heart.                  "
The Silencing,2020,17,"                      The Silencing is an underseen, underrated film that knows why its tropes work and stick to its guns.                  "
Science Fair,2018,97,                      The superb documentary Science Fair reminds us that each new generation of would-be scientists should be recognized and celebrated in the same way and with the same frequency as student athletes.                  
Unsane,2018,80,"                      Soderberg's manipulation of his audience is masterful, and his formal choices have a throwback appeal, curiously enough, leaving Unsane to feel like a late-night VHS screening of a cheap but memorable horror show.                  "
Jealous,2017,89,"                      Jealous works from a character that does not try to fall well, or believe that comedy needs it to get the laughs. [Full Review in Spanish]                  "
Hearts Beat Loud,2018,92,                      Hearts Beat Loud is a feel-good with surprising heart and skillfully placed moment of moving melancholy (looking at you Blythe Danner).                  
The Fortress,2017,63,"                      The Fortress, for all of its military trappings, is not an action movie. Viewers seeking a political drama mixed with a history lesson will find this much more to their taste.                  "
Batman: Gotham by Gaslight,2018,75,"                      Untethered to Batman's established continuity, it allows the filmmakers to explore different facets of the familiar hero and rearrange the players around him in interesting ways.                  "
Like Father,2018,46,"                      Neither karaoke with Come Sail Away... nor the appearance of Seth Rogen, keep [Like Father] from sinking. [Full review in Spanish]                  "
The Cave,2019,97,"                      The Cave gives a glimpse into the humanity that can be too easily overlooked. It also reminds us of the hope that they’re able to find even in the midst of tragedy. It’s painful, necessary, and beautifully captured.                  "
What We Found,2020,63,                      High school kids solve crime; violence and language.                  
Night Comes On,2018,98,"                      Jordana Spiro and first-time screenwriter Angelica Nwandu create a quietly effective drama with a fierce performance from Dominique Fishback. Essentially a revenge Western, her quiet intensity at the end of the film is stunning.                  "
Greed,2020,50,"                      Coogan’s gleaming, toothy white bite in Greed has some searing wit, and a bruising browbeating leaves its mark.                  "
Drift,2017,80,"                      Crucial to Drift's evocation of place is Nika Breithaupt's remarkable sound design, which signals movement and spatial boundaries as much as do the film's visuals.                  "
As I Am,2019,50,                      As the movie slowly trudges to its predictable ending. Pity because it is a well-shot and well-acted movie otherwise.                  
Werewolf,2018,92,"                      Ashley McKenzie... she crafts a quietly devastating story of addiction, recovery, and relapse that portrays its subjects with both compassion and blunt honesty.                  "
El Angel,2018,73,"                      Amazing initial sequence and music. The film centers so much on its main character that sometimes forgets about the story, still extremely captivating. [Full review in Spanish]                  "
MILF,2018,13,                      This proposal is a real nonsense. the film is neither funny nor does it offer any kind of valuable reflection on the coming of age of women. [Full review in Spanish]                  
Blood Fest,2018,50,"                      Bloody, witless and tasteless valentine to horror films.                  "
Boom for Real: The Late Teenage Years of Jean-Michel Basquiat,2017,88,                      Even more than just feeling truthful about the man himself it paints a vital portrait of the time and place that he worked in and helped catapult to eternal coolness                  
Ludo,2020,80,"                      With ... Jagga Jasoos, Anurag Basu had held out the promise of whimsy but faltered in his execution. Ludo enters the same territory and quietly delivers.                  "
What Will People Say,2017,78,"                      There's no way out for these immigrant women, even after living in a western society [Full Review in Spanish]                  "
Luck,2022,48,"                      A movie where uninspired ideas become the building blocks for more uninspired ideas, until the filmmakers have constructed an elaborate shrine to their own whimsical lore                  "
The Final Year,2017,84,                      I marveled at how director Greg Barker sliced and diced a tumultuous period.                  
Razzia,2017,44,"                      It is eye-opening in its rawness and introduces interesting questions. It leaves many of them unresolved, however, consequently feeling unsure of its message.                  "
The Summer House,2018,40,                      Tedeschi is unable to seduce or move with this chaotic new film. [Full Review in Spanish]                  
Sunburn,2018,33,"                      With a cast of brow-beating and painfully earnest characters, Sunburn is more irritating than entertaining.                  "
Brotherhood,2019,83,                      It feels heavy handed and melodramatic by times but there is no denying the power of the film's message of strength by community.                  
Heavy Trip,2018,94,                      A likeable and loud outsider comedy that has metal in its heart and its heart on its sleeve. Turn it up to 11.                  
Wake Up,2019,14,"                      A thriller that promises to start quickly and find a fresh twist or two by the end, and fails at both.                  "
Ever After,2018,80,"                      [The] motif is underdeveloped and unconvincing, despite the fact that the film spends a good chunk of its running time dealing with it.                  "
The Velvet Underground,2021,98,"                      Haynes' use of the documentary medium is as remarkable as one might expect from the acclaimed director. The use of sound and image revolts against the traditions of the music documentaries genre, opting instead for an appropriately creative journey.                  "
Default,2018,78,"                      Most of the film is melodramatic rather than expository, befitting the stakes of the crisis.                  "
Complicity,2018,100,"                      Subtle, tense, touching and somewhat slow                  "
Gangster Land,2017,0,"                      However well-intentioned it might be, the script is woefully overburdened with genre clichs and historical embellishments while treading familiar territory that's been done much better elsewhere.                  "
Bitter Melon,2018,86,"                      Bold, heartfelt and refreshingly unpredictable.                  "
Blindspotting,2018,94,"                      Carlos Estrada’s film, if not the best of the year, is the most important. Blindspotting is shocking, powerful, provocative, incendiary, even funny. It’s ripped from the moment. It encapsulates today’s modern indignation. It’s a contemporary classic.                  "
Artik,2019,100,                      An unusual film about the darkness which resides within truly lost people and the power of salvation.                  
Lucky Day,2019,9,                      A movie with all the bits and pieces of the Tarantino classic but with a tenth of the impact.                  
Maktub,2017,100,"                      The light, droll touch applied overall lets the filmmakers get away with a few fairly graphic moments that remind us criminal violence is no joke. These also pass fleetingly enough not to sour the genial mood.                  "
Joan Didion: The Center Will Not Hold,2017,89,                      Emphasises the writer's special combination of human fragility and literary stature.                  
Father of the Year,2018,0,                      A typically underwhelming Happy Madison production...                  
"Tiny Shoulders, Rethinking Barbie",2018,80,"                      Has a piece of plastic even been so politically charged? No, argues filmmaker Andrea Blaugrund Nevins in this interesting and entertaining documentary.                  "
Outside In,2017,96,                      Lynn Shelton's sobering look at a young man struggling to survive following twenty years in prison is full of compassion.                  
AWOL,2017,93,"                      [Lola] Kirke gives an amazing performance, but it's [Breeda] Wool who has the harder role, and effortlessly shines.                  "
"I Love You, Daddy",2017,37,"                      Misogyny rears its ugly head throughout, an unpleasant riff on feminism and female empowerment that just plain makes me angry.                  "
Mr. Lucky,2014,100,                      Cary Grant in one of his signature roles: as a suave WW II-era lady-killing gambler.                  
Killing Jesus,2017,91,                      A perfectly defined film... [Full Review in Spanish]                  
Welcome to New York,2018,14,"                      Truth be told, parts of the film are fun. If only all of it was equally so, this piece of unpretentious whimsy might have been a far breezier ride. But it is a big, imposing IF that stares us in the face.                  "
Flatland,2019,91,                      Flatland is a satisfyingly genre twisted story that we don't get to see too often.                  
Carmilla,2019,72,"                      If you’re looking for something spooky, yet romantic, Carmilla will certainly pique your interest.                  "
Tik Tik Tik,2018,40,"                      Tik Tik Tik is blatantly unoriginal, illogical and unscientific.                  "
22 July,2018,80,                      There’s a lot of good intentions but what could have been a rousing portrayal of a nation that found strength after tragedy instead feels clinical and rather aimless.                  
Teacher,2019,100,                      Adam Dick wrote and directed this slow-burning low budget thriller.                  
Burning,2018,95,"                      Perfectly calibrated as a piece dependent on nuanced performances and an exacting tone, Burning rewards those willing to invest and engage in all that Lee refuses to spell-out or show to his audience.                  "
Summer '03,2018,63,                      A fun coming-of-age story that feels all the adolescent summer feels... [Full review in Spanish]                  
Joker,2019,68,"                      In the simply titled Joker, we get yet another version and this one is probably the most toxic of them all and not in a satisfying way.                  "
Call Her Ganda,2018,100,                      Potent and eye-opening.                  
Samson,2017,25,"                      Aimed squarely at Christian audiences looking for inspirational family entertainment, Samson is a preachy and plodding drama that's light on excitement, action or any real sense of spirituality.                  "
Gaga: Five Foot Two,2017,73,                      Episode 14: Doc Talk                  
Between Worlds,2018,32,                      Between Worlds may not have the surrealness or the haunting cinematography of Mandy. It's the kind of rare cinematic alchemy that no amount of planning and budget can create but happens once when all the planets align for one lucky director.                  
The Wedding,2018,40,"                      This could've, more should've, been a darling of a film in a climate willingly to welcome it with open arms. But, this dreamlike love story plays out more like a forgettable daydream.                  "
Transmilitary,2018,100,                      TransMilitary is a powerful reminder of the resilience and perseverance of the US transgender troops... and of the transgender community at large. It also reminds us that the fight for equity and equality is an on-going battle.                  
Supervized,2019,44,                      Supervized is a sophomoric comedy which never takes advantage of its own originality.                  
Roads,2019,67,"                      By playing it by the book and ticking the right topical boxes in a conventionally structured story, Schipper misses the mark completely.                  "
The Departure,2020,57,"                      It's well-acted but not particularly recommended as a Valentine's Day date flick. For the rest of the year, an optional purchase.                  "
Truth to Power,2020,85,"                      Sure he's a little older, a little plumper and a lot greyer, but the star of An Inconvenient Sequel: Truth To Power is as magnetic as ever and the film revolves around him.                  "
Clementine,2019,63,                      A moody mess.                   
The Silence,2019,29,"                      The Silence is a painful attempt to remake A Quiet Place, which came out the year before. Though this is based on a 2015 novel of the same name, the story has already been done perfectly, leaving little to be desired in this straight-to-streaming flick.                  "
Maine,2018,55,"                      Unfortunately, the film doesn't give enough for the viewer to feel a connection, so there is no investment on our part, just mere detachment and a ""Oh, she's back where she started,"" before the embracing of a blank screen.                  "
Egg,2018,100,"                      The highlights of Egg come when that odd, uncomfortable formality fades away and Karen and Tina speak openly to each other as only old friends can, for better or worse.                  "
Angelo,2018,80,"                      ""Directed with cold formalist distance by Schleinzer, Angelo is the obvious denunciation of the appropriation / exploitation of the Other"".                  "
Butterflies,2018,100,                      The three main actors' performances... keep the film engaging and help it connect with the audience.                  
The Void,2017,78,                      A refreshing change from supernatural specters and slasher remakes.                  
Stitches,2019,100,                      It's truly an achievement that a film about such a difficult and arduous subject does not fall into oversimplification or high-minded speeches. [Full review in Spanish]                  
Holiday,2018,78,"                      Not even its exercise in pop aesthetics can prevent a pathetic, artificious and hopelessly routine result that, at times, has strong drowsy effects. [Full review in Spanish]                  "
47 Meters Down: Uncaged,2019,45,                      This is a fun movie in which fairly ropey CGI sharks tear chunks out of characters who repeatedly make terrible decisions in service of the narrative.                  
The Bill Murray Stories: Life Lessons Learned from a Mythical Man,2018,95,"                      As much as it lacks a defining and definitive moment, it quickly dawns on you how the documentary becomes less about Bill Murray 'the comedic star' but Bill Murray, 'the soul-searching man' seeking higher fulfilment.                  "
Cuban Food Stories,2018,60,"                      Don't pay attention to the ""rottens"". This a glorious film that is in the spirit of Anthony Bourdain but much more centered on the lived experience of ordinary Cubans. A true delight.                  "
Goldie,2019,95,"                      It's a chase movie with a twist: Instead of trying to escape from the police or criminals (which is the usual story in 'urban' movies), the protagonist is trying to keep her family together by trying to escape from Child Protective Services.                  "
Enter the Fat Dragon,2020,64,"                      While I wouldn’t call “Enter the Fat Dragon” a good movie, Donnie Yen at least makes it entertaining.                  "
Behind You,2020,6,                      There is nothing wrong with this film visually or atmospherically but the story left a lot to be desired.                  
Prototype,2018,100,"                      The stereoscope pictures are incredibly sharp, the 3D granting the post-apocalyptic landscapes a frightening immediacy.                  "
The (Silent) War,2019,60,"                      While several story beats make no sense whatsoever (I didn’t even mention the goofy coyote synergy stuff), “The (Silent) War” still has enough verve and genre appeal to make for an entertaining two hours.                  "
The Art of Self-Defense,2019,83,"                      The Art of Self-Defense is one of the very best dark comedies of the decade, if not the most relevant.                    "
Unbroken: Path to Redemption,2018,38,                      It has some pacing problems... but I still thought it was pretty moving.                  
The Lodge,2019,74,                      One of the most effective chillers of the year. It presents images that will lodge themselves in your mind long after you leave the cinema.                   
The Guardians,2018,94,"                      A stirring World War I era story bathed in humanity and told through great performances, emotive faces and quiet communication.                  "
Inherit the Viper,2019,45,"                      Josh Hartnett reminds us why he was once of the most in-demand actors of our times, with a multi-faceted, complex and somewhat appropriately fraught turn. Atmospheric and well-performed                  "
It Chapter Two,2019,62,                      Amid the repetitive jump scares lies a thoroughly scary and satisfying concluding chapter to Stephen King’s classic story.                  
Head Count,2018,68,                      A unique and dynamic psychological horror movie... I am excited to see what's next from [writer and director Elle Callahan].                  
Burning Cane,2019,92,"                      The Black Church, Toxic masculinity and alcoholism these are the themes that are examined in first time directors Philip Youmans drama Burning Cane.                  "
Raid,2018,67,                      It is set apart from the norms of the genre just a tad because the man leading the crusade against the bad guy isn't a beefed-up action hero in uniform.                  
Dog Days,2018,62,"                      The film celebrates respect, forgiveness, responsibility and generosity.                  "
Proxima,2019,84,"                      While Proxima celebrates that continued desire to reach for the stars, it is its human connection that ensures the mission’s success.                  "
Always Be My Maybe,2019,89,                      If you’re hungry for anything deeper or more original you’re probably not going to leave satisfied.                  
The Escape of Prisoner 614,2018,20,"                      More of an absurdist comedy than an uproarious one, this mostly works because McDorman and Starr play things completely seriously.                  "
Followers,2021,83,"                      ... It’s fair to say without his [writer/director Marcus Herben] unique voice, it could have been just another found footage-type film. Fortunately, there’s enough wit amongst the scares to make it work.                  "
Missing,2018,20,"                      It is reasonably absorbing, if not wholly gripping.                  "
Closure,2018,80,"                      The pace is generally good as Nina seems to get further from the truth, but sputters every once in a while.                  "
Little Monsters,2019,80,"                      The child stars are believable and unsaccharine, and young Diesel La Torraca as Dave's nephew Felix is the star of the show.                  "
Black and Blue,2019,51,"                      After a promising start, with a strong Harris in the lead, Black and Blue gives way to a generic against time thriller.                  "
Quiet Heroes,2018,83,"                      This heartfelt documentary is a testament to their life-changing work with the LGBTQ community, who owe a profound debt to Dr. Ries and Maggie Snyder.                  "
Shooter,2012,48,"                      Comparisons to Sylvester Stallone's similarly ill-treated combat vet are paper-thin, since this film is anything but a Rambore.                  "
Primal,2019,38,"                      I love kitchen sink action movies like this where there’s a little bit of everything causing problems. There’s fighting, gore, guns, isolation and wild animals. It’s like Jumanji but with less family-friendly content and more grunting                  "
Initiation,2020,59,                      It may pledge to be “Gen Z’s answer to Scream” but Initiation doesn’t quite make the grade.                  
Instant Family,2018,81,"                      A real surprise when it came out, a film as full of laughs as it is heart.                  "
The Workshop,2018,88,"                      With a subtle touch, French filmmaker Laurent Cantet (The Class, 2008) takes on xenophobia, racism and alienation (and presumably support for the National Front) among young people in his fiction film, The Workshop.                  "
Trust Machine: The Story of Blockchain,2018,90,"                      Trust Machine is a perfect introduction into a very complex field, accessible and informative to those who are unfamiliar with Bitcoin and Blockchaining, but still enlightening to those who do.                  "
Martyrs Lane,2021,91,"                      While it does have its faults and imperfections, it is a satisfying addition to the ranks of cinematic ghost stories and holds appeal beyond simple jumps and scares.                  "
In the Shadows,2020,100,"                      A slow film for sure , but at 94 minutes it doesn't outstay its welcome either. And if you like your science fiction drama dystopian, it is very much worth a watch.                  "
The Last Laugh,2019,53,                      The Last Laugh tries its best to tell a sweet tale about growing old with dignity and never giving up on your true self. The film is a mild recommendation for the right audience.                  
Summer Night,2019,52,"                      [Summer Nighs] never rises above Joliff’s thin narrative and cardboard cutout characters, despite its likable cast.                  "
Pig,2018,81,                      The spectator who assumes the challenge will be attracted by the succession of some facts. [Full review in Spanish]                  
War,2019,69,                      War settles into a series of long-drawn-out action set pieces and contrived plot sleights designed to give Hrithik and Tiger the room to go all out.                  
Low Tide,2019,73,"                      Without the strong filmmaking behind it, the film would be nowhere near as engaging as it is.                  "
Amin,2018,70,"                      A clear-eyed picture of the conditions of workers from poorer countries, many of whose people have to travel thousands of miles ... merely to eke out a subsistence existence.                  "
The Harbinger,2022,96,                      Someone has finally made a pandemic film that both taps into the universal fear of the moment and the unshakeable sense of futility felt by those of us who have yet to accept the lie that it's over.                  
Quincy,2018,82,                      A must-see documentary for music lovers. [Full review in Spanish]                  
Star Light,2020,57,                      A promising horror feature that never quite rises up to its potential.                  
The Debt Collector,2018,83,                      You owe yourself the fun of the 'Debt Collectors' action movies.                  
The Game Changers,2018,70,                      It deals a lot of in partial facts and incomplete facts.                  
Anna,2019,33,"                      Besson’s new film is an overly smug repackaging of his most acclaimed work, La Femme Nikita.                  "
The Oath,2018,62,                      Skims the surface of how divisive politics drives wedges between friends and family but tends to lean toward broad comedy to make its point rather than insight.                  
Nina,2018,29,"                      It's overlong and overwrought, but the character arches and slow burn may prove enough to keep some viewers enthralled.                  "
Junglee,2019,40,"                      If the prospect of a rugged action hero knocking out goons with style doesn't appeal to you, there's hardly a reason to see Junglee.                  "
Rust,2018,80,                      For [director Aly] Muritiba it is less important to find the culprit than to get him to assume the implications of his actions. [Full review in Spanish]                  
The Outlaws,2017,91,"                      With Ma Dong-seok on good form in a familiar role, the film has plenty to offer, and should be enjoyed by anyone looking for an undemanding couple of hours of gangster action                  "
The Boat,2018,78,"                      The Boat isn't for everyone. It doesn't have any huge reveals, or ghastly spectral encounters. It's Christine without George Thorogood, The Shining if the only thing haunting Jack Torrance was the endless snow.                  "
The House Next Door,2017,100,"                      This Indian horror speaks to the devastating consequences of patriarchy, and how men can be both the greatest love of a woman’s life, and her greatest nightmare.                  "
Silencio,2018,35,"                      Eventually, the story goes off the rails; the clairvoyance facets become the least problematic issues for suspending disbelief.                  "
Ghostbox Cowboy,2018,91,"                      Immersed in our shared dollar-store world of travel-sized toiletries, useless trinkets, and selfie sticks, Ghostbox Cowboy investigates American and Chinese capitalism by presenting two sides of the same bad penny.                  "
Sink or Swim,2018,76,"                      In spite of certain superficial parts, the movie makes us think how the human being is a victim of stereotypes [Full Review in Spanish]                  "
Super 30,2019,31,"                      I wish I had strong emotions watching Super 30, a competently filmed entertainment but a frustrating embroidery of a story already inherent with cinematic value. It's well-intentioned and well-made but highly dubious.                  "
Over the Moon,2020,81,"                      Over the Moon spectacularly shines a light on Chinese culture with its arresting animation, touching themes, and stellar soundtrack.                  "
Anya,2019,93,                      An excellent effort by director and scriptwriter team Jacob Akira Okada and Carylanna Taylor. [Full review in Spanish]                  
Cielo,2017,80,                      At times this does feel like a bit of an unwitting test of the audience's attention span.                  
Amanda,2018,96,                      A genuine emotional revelation. [Full review in Spanish]                  
Dead Air,2021,20,"                      An ancient short wave radio becomes the movie, with mixed results.                  "
Absentia,2011,87,                      ...it's pretty clear that Flanagan makes movies I want to watch...                  
The Call of the Wild,2020,63,"                      The Call of the Wild is a G-rated, fun, family-adventure film masquerading as a PG.                  "
The Rest of Us,2019,91,                      A lovely testament to the power of empathy and forgiveness.                  
The Turning,2020,12,"                      Many scenes come across as rather generic and uncreative, and despite some pretty set dressing, it never feels like it indulges in a space that feels unique.                  "
Scheme Birds,2019,91,"                      A solar black hole of infinite social gravity. Without films like this, not even light can escape.                  "
The Fight,2018,83,"                      Along the way her family experience small victories which adds to the feeling that no one is alone, they are a family, they don't give up on each other.                  "
Splinters,2018,67,"                      A remarkably assured story of love, loss and family, set in rural Nova Scotia.                  "
Mission of Honor,2018,86,                      An entertaining gloss on real history and a pretty good digital updating of the WWII aerial combat thriller.                  
Red Rover,2018,83,"                      Red Rover is a quirky story that could have been overcome by its whimsy, but is rescued by actors who make their characters more than caricatures of a man in mid-life crisis or the Manic Pixie Dream Girl.                  "
Before the Frost,2018,71,"                      It evokes a certain realism developing its portrait of the condition of peasants in a rural area, with a solid performance from Jesper Christensen, but that doesn't prevent the narrative from weakening like the burnt hay. [Full review in Spanish]                  "
Beats,2019,98,"                      A soulful film that combines poignant, observational drama and colloquial comedy with aplomb.                  "
18 to Party,2019,60,"                      Not since Rian Johnson's Brick have I seen a movie where the young characters speak in such a stylized, hyper-aware, wise-beyond-their-years manner                  "
Bad Reputation,2018,79,                      It's good.                  
The Package,2018,42,"                      Although it has good intentions and hunger for originality, the tangled script helps little to the development of the story. [Full review in Spanish]                  "
The Exchange,2021,67,"                      It's a sweet reminder that your plans may not always turn out as expected, and that's not necessarily a bad thing.                  "
Lady J,2018,85,"                      Mouret's version is very effective, and well worth seeing. The actors are convincing and the dramatic tension sustained throughout. This is a serious and intriguing work.                  "
